ORB_detection_left_height,ORB_kalman_left_height,ORB_detection_right_height,ORB_kalman_right_height,ORB_detection_top_width,ORB_kalman_top_width,ORB_detection_bottom_width,ORB_kalman_bottom_width,ORB_detection_angle,ORB_kalman_angle,ORB_detection_center_x,ORB_kalman_center_x,ORB_detection_center_y,ORB_kalman_center_y,SIFT_detection_left_height,SIFT_kalman_left_height,SIFT_detection_right_height,SIFT_kalman_right_height,SIFT_detection_top_width,SIFT_kalman_top_width,SIFT_detection_bottom_width,SIFT_kalman_bottom_width,SIFT_detection_angle,SIFT_kalman_angle,SIFT_detection_center_x,SIFT_kalman_center_x,SIFT_detection_center_y,SIFT_kalman_center_y,SURF_detection_left_height,SURF_kalman_left_height,SURF_detection_right_height,SURF_kalman_right_height,SURF_detection_top_width,SURF_kalman_top_width,SURF_detection_bottom_width,SURF_kalman_bottom_width,SURF_detection_angle,SURF_kalman_angle,SURF_detection_center_x,SURF_kalman_center_x,SURF_detection_center_y,SURF_kalman_center_y
,,,,,,,,,,,,,,0.4761,2.4884,3.428,5.0461,14.5177,1.1738,18.0715,0.713,0.9124,0.0992,6.137,3.9866,2.5181,0.2782,4.7684,6.5239,7.961,7.2338,0.1293,3.3813,0.7796,3.3933,0.5214,0.1637,2.7296,1.7996,1.2741,1.0279
,,,,,,,,,,,,,,9.5704,3.0946,26.4401,5.6422,10.3771,2.3781,15.4198,1.9165,5.5709,0.1938,4.2437,2.3449,1.6133,0.224,92.0653,7.8086,91.7246,8.1494,92.4446,4.7277,92.0745,5.0978,1.5683,0.639,348.13,3.1255,244.7675,0.6978
,,,,,,,,,,,,,,10.7025,8.3041,12.3006,9.3141,7.2202,3.1227,8.0093,3.6598,0.9901,0.7907,0.6556,1.6026,0.3548,0.3526,3.7479,6.9871,6.1292,7.6515,2.8981,3.9516,0.7655,5.4131,0.4445,0.3158,1.8915,1.6373,0.5709,0.5958
,,,,,,,,,,,,,,12.7995,10.1686,10.9044,8.1485,11.1921,5.0432,9.4963,4.5058,1.5982,0.1237,0.9377,3.9888,0.1388,0.0007,92.8044,7.5787,91.3754,9.0077,93.186,6.2889,93.1374,6.3375,1.1074,3.7126,350.0175,4.1382,244.6775,1.4305
,,,,,,,,,,,,,,11.7469,10.2473,12.0622,8.6971,7.8685,4.9601,9.1544,5.957,1.4644,0.6855,1.0097,1.2947,1.0886,1.964,10.3374,6.2143,2.3767,6.2471,0.7918,4.875,1.417,3.4454,4.6409,2.0081,2.7196,2.5483,0.9455,0.953
,,,,,,,,,,,,,,12.1878,10.7614,12.6593,9.7322,9.5832,6.2998,9.6002,6.7963,1.3706,0.8813,0.9393,0.5178,0.5326,1.2609,94.5769,8.6592,138.6897,35.4536,94.5847,5.4635,5.7301,94.3181,161.6915,157.596,326.995,22.1051,243.87,0.1163
,,,,,,,,,,,,,,20.4192,11.6947,2.4579,10.1548,11.4037,6.5812,16.8364,7.0387,4.2623,1.0622,0.8263,0.6466,1.487,1.3035,1.3054,9.9275,3.9564,10.9999,1.4924,7.5022,5.8985,7.8724,1.3756,6.7882,2.517,3.8522,1.017,0.9076
,,,,,,,,,,,,,,30.79,13.2191,36.6054,10.7402,9.8034,10.7587,12.9651,7.67,4.4994,1.7466,3.598,0.9443,7.9084,1.5636,95.6427,11.9849,96.3627,11.2649,96.3661,8.5619,96.3768,8.5512,1.0702,5.6393,353.79,2.2741,242.34,0.2144
,,,,,,,,,,,,,,3.2343,7.9068,12.2449,8.9531,21.4525,7.2585,0.9386,5.2386,0.6994,1.8282,0.5289,1.0759,1.1181,0.0048,3.8104,9.7763,24.317,11.2163,0.8195,7.9763,17.5222,9.4216,11.2948,7.0194,1.2308,0.8542,1.0546,0.0786
,,,,,,,,,,,,,,11.8179,10.5819,12.0975,10.035,9.4332,10.6382,10.282,12.1505,1.5336,1.2285,0.6833,3.3078,0.165,1.8529,6.4773,9.3489,2.2542,8.9896,5.5296,7.9058,6.7574,7.5464,0.7697,4.5656,1.2409,2.5395,0.8065,0.1883
,,,,,,,,,,,,,,13.825,8.6324,15.9312,8.1324,8.1237,8.5541,7.661,8.5454,0.0949,1.1722,4.6106,0.2287,0.2795,2.0761,13.7052,6.9831,5.5094,7.7012,1.247,7.1528,9.797,6.0651,2.4222,4.1643,2.3401,2.4408,0.344,0.3341
,,,,,,,,,,,,,,15.4417,8.3806,14.3745,6.3655,8.4729,5.0602,4.0633,6.0298,0.8846,0.9398,4.7028,0.5575,0.9081,2.3365,100.3101,8.1825,100.6859,7.8066,100.3206,6.7294,102.24,4.8101,0,3.2905,357.265,3.0859,239.195,0.4115
,,,,,,,,,,,,,,13.4617,6.8827,11.8099,5.8834,10.72,3.2893,9.0104,1.7453,2.1152,1.252,0.5385,3.2042,0.5193,1.3623,35.0143,20.7173,17.8942,21.2414,25.9894,29.5385,34.4773,31.0617,4.8147,2.0022,50.5663,52.1233,9.6329,9.4875
,,,,,,,,,,,,,,13.7407,3.6549,19.8706,5.1567,9.2716,2.4756,8.6769,3.0041,1.1333,1.06,4.5654,0.3029,0.8363,1.3625,101.7013,13.3378,102.7303,12.3088,102.2113,4.9403,103.7313,3.4203,0.2817,1.18,358.3475,1.9443,239.4925,2.7928
,,,,,,,,,,,,,,12.5691,5.9841,14.0125,8.1669,10.9693,3.513,10.2719,2.096,0.6241,0.1056,0.1902,0.1779,0.8218,1.7772,102.8325,12.9612,104.6523,11.1415,104.2855,3.2241,105.71,1.7997,0,1.8481,358.465,1.5733,237.935,1.8905
,,,,,,,,,,,,,,15.8055,10.4952,16.7693,8.5485,8.8589,5.4752,9.7327,5.2879,0.1876,1.6403,4.7059,0.1084,0.3843,1.412,104.2755,12.6503,105.7025,11.2233,107.1453,0.9015,106.7906,1.2562,0.1931,2.621,357.8375,0.213,235.6875,0.6257
,,,,,,,,,,,,,,14.7792,10.9114,14.318,11.9309,11.097,6.3285,12.5391,6.3826,1.2793,0.7633,0.5662,3.086,0.3113,0.2437,106.0724,9.4102,107.86,7.6226,107.5293,4.1431,108.2224,3.45,0.3812,2.4175,357.03,0.779,235.9575,1.1295
,,,,,,,,,,,,,,31.3626,14.4545,15.3316,13.0314,4.8948,9.1664,18.7793,7.7097,5.5311,1.1379,1.3997,4.9234,0.6558,0.0218,10.9618,15.7628,65.661,17.19,42.4113,12.7236,3.1228,10.1942,13.9056,4.7005,1.632,1.2354,1.1995,1.1298
,,,,,,,,,,,,,,14.9245,16.3446,15.1506,14.915,10.6788,11.4522,11.9457,11.409,1.1825,2.3517,0.7291,4.2418,0.8663,0.3214,109.329,14.4267,108.9506,14.8051,111.8294,9.9957,109.6748,12.1504,0.9404,5.5645,355.05,0.0816,232.5375,1.6358
,,,,,,,,,,,,,,13.9497,17.6269,14.496,16.9171,9.3037,13.0684,11.1849,13.0535,1.7408,1.8251,0.0978,1.129,1.3854,0.6644,3.1384,11.9915,6.5006,11.2793,1.4143,8.6811,8.9734,9.0528,0.977,2.9111,1.8026,1.3441,0.436,0.7532
,,,,,,,,,,,,,,15.9059,16.7833,10.0083,18.9331,3.1703,15.3963,13.5402,15.4236,2.0753,1.1897,5.8493,0.6709,1.1976,0.3313,112.1944,10.3841,112.5607,10.0178,112.5863,9.1411,112.9365,8.791,1.4562,4.8932,349.93,0.1216,231.105,0.0355
,,,,,,,,,,,,,,12.9606,15.6528,15.5512,17.8251,12.1728,13.548,10.5624,11.4917,1.5446,0.8515,0.5183,4.3018,1.5852,0.4792,5.4777,9.9603,11.6957,8.4385,3.5008,8.4446,12.4997,8.9717,1.1699,3.9741,0.6981,0.6922,0.5309,0.4629
,,,,,,,,,,,,,,12.7199,16.7261,14.3226,17.4692,10.4647,13.8323,10.2301,12.3947,1.3209,0.889,0.4147,1.7094,1.5696,0.4054,8.0064,9.5335,13.4591,7.4444,10.1562,9.4576,32.7807,7.992,0.9616,2.7928,2.0379,1.3766,0.6108,0.3104
,,,,,,,,,,,,,,13.1211,16.613,14.4679,17.343,11.142,14.2879,11.4604,13.3103,1.3322,1.0761,0.9724,2.1842,0.768,0.0104,0.6201,5.5619,4.8784,3.5153,2.9211,6.6743,5.4273,6.2441,0.8981,0.7567,3.4604,2.607,0.175,0
,,,,,,,,,,,,,,14.2472,17.7685,15.242,18.501,11.7499,15.2795,12.779,14.5721,1.4655,1.1537,0.0557,0.6556,0.9992,0.4548,8.0809,3.7936,3.8645,2.261,0.2388,5.555,7.0585,4.5634,3.9254,2.3787,3.3476,3.5234,0.2588,0.4147
,,,,,,,,,,,,,,15.2932,17.108,18.5465,16.9348,16.4619,12.9412,4.1313,10.7175,0.1321,1.1226,5.0317,4.7656,0.4829,0.465,8.3298,2.7709,12.3864,3.2655,5.5123,5.0329,10.0059,3.5059,0.8412,2.8276,4.8158,2.5364,0.1108,0.0011
,,,,,,,,,,,,,,14.4295,18.5246,11.9335,17.1431,11.9146,14.5753,10.3308,10.9638,1.4552,0.5181,0.535,5.9886,1.0766,0.8591,7.4522,7.5961,29.561,4.0366,0.9852,5.6016,18.2651,5.6408,4.4397,1.8419,2.3314,1.3275,0.2377,0.7141
,,,,,,,,,,,,,,20.4887,15.721,7.5239,16.4421,3.5523,14.581,15.4498,12.7032,1.4369,0.7763,3.5279,1.6648,1.8888,0.1523,2.5384,7.9013,31.4838,4.8721,2.3042,2.285,10.2391,3.8627,7.6097,1.1736,4.7944,0.4965,0.0376,0.9549
,,,,,,,,,,,,,,14.0944,16.346,13.8958,14.1865,11.5867,12.3844,11.9778,12.337,1.8755,1.4392,0.3436,3.7972,0.8418,0.9575,133.7386,6.541,135.2842,4.9954,134.2287,4.6204,135.26,3.5891,0,1.8269,309.66,3.4605,227.6725,0.3248
,,,,,,,,,,,,,,9.3012,15.9505,2.0521,15.1859,5.4707,10.8089,1.2494,12.7392,0.5579,1.1389,2.3679,2.0347,2.094,1.1406,3.0966,6.9202,18.9644,5.8405,6.7835,6.0854,22.5404,4.5672,0.7992,0.6874,3.1953,3.3364,1.3462,1.4468
,,,,,,,,,,,,,,73.387,75.8866,14.9164,15.7411,6.2148,12.2813,190.5016,188.3634,1.4163,0.9225,44.2981,46.9619,0.1981,0.7354,10.0276,9.558,4.2683,7.497,8.8962,8.0554,18.6999,7.0578,0.3145,0.6464,0.7096,0.5221,2.0553,1.4736
,,,,,,,,,,,,,,14.4367,14.1048,14.2839,16.192,11.0886,10.5156,13.9842,12.7229,1.435,0.6717,0.2496,1.8843,0.8764,0.3956,7.6952,7.17,22.0932,4.0912,6.2034,7.3571,23.1793,5.8809,3.2294,0.1277,3.3302,1.6976,0.7364,0.5761
,,,,,,,,,,,,,,14.2056,15.0305,15.8606,15.7413,11.4681,12.149,11.5599,12.1214,1.2478,1.1093,0.7957,2.2715,0.3642,0.7095,14.6767,2.0592,16.739,0.5116,5.6475,4.3012,18.7517,2.7942,2.7757,0.2352,5.4614,3.5213,0.9714,0.9624
,,,,,,,,,,,,,,14.4658,15.3287,14.2359,13.8496,10.0278,11.1279,10.2873,11.0837,2.0052,1.8466,1.2925,2.2192,1.0224,0.172,11.6797,3.5509,26.836,3.5207,7.0152,4.4931,24.1487,3.8032,4.287,0.4934,3.5926,1.5636,0.8364,0.7015
,,,,,,,,,,,,,,14.4988,15.6435,15.4643,14.9027,12.4576,11.9872,11.5712,12.6917,1.8711,1.6886,0.6525,1.2733,1.0152,0.2885,2.4905,0.4621,5.8822,1.5523,7.744,4.5589,6.7852,3.5209,1.4799,0.5252,5.2266,2.9356,0.7961,0.8389
,,,,,,,,,,,,,,13.5128,14.4605,18.8095,16.6381,8.7183,11.8909,10.9829,11.2175,0.9063,1.0186,4.8745,4.74,0.9893,0.1368,180.513,4.1593,181.2612,4.9075,179.816,4.5384,181.2329,5.9552,0.9105,0.83,263.5475,5.6913,231.375,1.0998
,,,,,,,,,,,,,,15.1313,17.6517,13.984,16.7562,8.2789,10.6162,11.509,12.7613,1.5668,1.1189,0.4032,3.1249,1.4814,0.8161,189.1541,11.1506,191.9954,8.3093,194.1619,5.5975,192.0013,7.7581,0.2149,1.8015,257.2525,0.2441,231.1925,0.0462
,,,,,,,,,,,,,,13.8474,16.1137,12.3541,16.1424,11.9699,13.8595,10.9246,12.4198,1.593,1.2753,0.6364,2.4429,0.5858,0.2249,4.2976,1.8439,16.6061,6.8619,12.5871,3.799,3.2542,3.0173,0.7594,3.9611,5.6312,1.6214,1.9887,2.5615
,,,,,,,,,,,,,,1.725,16.3477,4.7019,16.9913,8.1285,12.8426,11.8016,15.0252,0.1868,0.9516,1.5685,2.1636,0.7121,1.6854,216.4698,4.8842,215.0592,6.2948,216.19,1.7771,217.2282,0.7388,1.3268,0.0625,248.1975,0.0507,233.7125,1.7741
,,,,,,,,,,,,,,14.5948,13.4626,12.0663,13.4626,9.3842,10.4073,11.626,10.4073,1.3686,1.0951,0.046,1.8448,0.3129,1.3545,9.8647,13.144,13.3887,13.1522,2.1854,6.5563,11.2555,7.2862,0.9775,0.8774,1.5089,0.5735,0.9894,0.3977
,,,,,,,,,,,,,,15.0946,10.0007,15.9337,12.1893,12.7049,6.1911,10.9254,5.5095,1.4648,2.3905,0.0893,2.1904,0.3073,0.4115,10.4275,8.2648,6.3764,9.7046,36.5052,5.0722,50.3433,5.0446,1.5555,1.2715,3.3851,3.5601,3.4276,2.6004
,,,,,,,,,,,,,,17.8497,9.8974,18.1304,9.9809,9.3178,8.0545,6.4291,5.9256,0.054,2.8079,4.3928,2.3795,0.0597,0.5734,14.544,9.6956,8.7495,13.7655,4.8246,6.6068,12.3004,6.5554,1.9186,1.2852,1.4049,2.3317,1.2686,1.2692
,,,,,,,,,,,,,,12.1687,11.2896,13.0321,11.9934,12.4482,8.7522,13.6957,9.494,1.7776,1.4061,1.0185,6.726,0.5243,0.7213,10.2447,14.4951,11.3705,15.9267,16.1309,9.8805,1.6787,8.4364,1.9098,3.7457,4.1597,5.4154,0.6912,1.4248
,,,,,,,,,,,,,,14.5116,16.1465,14.9498,15.6367,12.2777,9.5841,11.2953,9.573,1.41,0.4013,0.2909,5.2928,0.1142,0.6713,20.8754,18.9052,13.2235,21.9489,7.5618,17.5362,33.6846,14.4779,2.495,2.9227,5.0615,4.5764,2.707,3.52
,,,,,,,,,,,,,,9.3165,16.7684,0.391,16.7429,4.5364,10.063,2.1233,10.5726,1.4147,0.6609,1.8952,5.9366,2.5326,0.1573,17.6992,20.5883,22.3985,23.4683,43.6593,17.3493,22.8313,17.3311,2.4592,2.386,6.2421,6.8818,1.8355,1.5345
,,,,,,,,,,,,,,15.1176,16.8398,32.5072,17.32,16.3608,10.2034,4.7399,11.2258,2.877,0.2534,6.0573,5.2066,0.8144,1.1729,24.9108,26.6244,5.9882,26.6244,9.6519,23.6514,17.9206,23.6514,4.0061,3.5853,6.5242,3.2823,1.995,2.5968
,,,,,,,,,,,,,,10.2727,16.965,14.9639,19.5324,9.4128,9.6541,9.2901,8.6926,0.5727,1.3652,0.3994,6.1976,0.3405,0.4988,15.6465,24.5459,30.7752,27.5898,61.6074,22.5133,25.3439,23.5494,2.5681,3.4233,9.4531,5.5775,3.8894,3.1081
,,,,,,,,,,,,,,13.6931,19.7656,13.7337,18.2361,11.8902,10.4191,11.5763,10.3897,1.5849,0.9032,1.0245,5.5778,0.3683,0.0658,15.6304,25.0699,8.5384,27.1299,19.5552,25.5102,7.5707,24.1283,2.5399,2.6185,4.9765,4.9678,2.5067,2.3149
,,,,,,,,,,,,,,10.5212,18.3186,21.4121,19.3526,11.555,12.8588,16.3652,11.3339,1.2679,1.3444,11.9501,3.2762,10.1369,0.8324,13.9264,22.8989,25.7486,22.9047,3.4493,24.7508,22.0124,22.7109,3.8827,1.4719,8.0774,1.9514,2.5669,0.191
,,,,,,,,,,,,,,15.0543,12.7769,24.1368,11.6884,5.5287,11.2747,13.3069,10.238,4.7341,0.63,5.2538,3.7655,0.9157,1.6,32.6218,20.649,17.3862,23.7281,21.819,21.8054,4.9397,18.7965,1.0075,0.7826,10.0903,8.6332,1.9418,1.7136
,,,,,,,,,,,,,,9.3597,9.7484,34.7289,12.8282,21.3937,9.8572,15.5345,7.872,3.8264,1.4519,4.2657,3.093,0.1041,1.4853,9.8783,19.1984,8.9347,20.2288,2.4854,16.945,15.8436,15.9545,1.7115,0.1042,5.9588,6.9719,1.3713,1.3068
,,,,,,,,,,,,,,18.2741,11.1252,21.7737,9.3261,10.5908,6.831,3.6509,7.2498,0.5613,0.3042,5.5653,1.3821,0.304,1.332,18.7424,16.9539,4.9654,11.8872,3.3317,11.0454,21.9642,9.9533,3.1679,1.6639,3.3643,3.3457,0.1578,0.698
,,,,,,,,,,,,,,12.8929,9.4022,12.4239,10.1221,9.7989,5.4148,10.5275,5.4222,1.0318,0.3764,0.4586,1.416,0.5006,1.3555,4.8387,19.2381,17.8787,21.3265,4.6581,21.288,18.917,18.2769,0.5837,2.9311,2.906,0.4898,0.3788,0.511
,,,,,,,,,,,,,,9.9764,11.7234,0.8164,12.4693,9.8431,8.2528,21.5936,5.3833,0.1399,0.3189,2.9721,3.5647,2.9177,0.7072,34.0181,15.0254,3.7921,17.0551,24.9733,13.5425,3.9261,13.5837,4.4,2.8753,0.531,0.494,0.2203,0.215
,,,,,,,,,,,,,,13.2291,10.4716,23.4061,10.463,18.2635,7.8997,6.9204,8.4397,0.0989,0.2482,4.3936,0.3568,0.4594,1.8136,0.4984,8.8658,14.9114,9.9081,8.3821,6.7616,12.3422,4.7429,0.0482,1.9381,0.5679,0.3252,0.9196,0.4437
,,,,,,,,,,,,,,11.5928,11.6081,13.8911,12.3277,11.3753,9.7206,9.8147,9.7451,1.4776,0.0904,1.2588,2.629,0.8046,1.221,10.4828,8.0449,15.0954,5.0469,6.0296,1.8738,1.6204,1.227,1.6904,1.4605,2.0206,3.3417,0.6614,0.8435
,,,,,,,,,,,,,,13.7227,15.1165,3.3154,14.1149,35.4657,11.5114,12.0896,10.9836,8.0659,0.9819,4.1042,2.5932,1.3857,1.0779,28.8224,4.9968,58.5284,14.1753,10.9231,6.0065,18.3147,4.0958,5.2832,2.8013,7.3229,1.9372,0.8152,0.4167
,,,,,,,,,,,,,,16.5049,13.612,14.496,13.1174,10.5753,15.6774,4.0887,15.1606,1.0366,0.1389,5.0189,1.6165,0.1807,0.5294,26.5636,3.1765,3.3905,1.063,18.6549,6.1838,3.6273,1.0146,2.3813,1.9239,0.7557,0.6787,1.1802,0.6968
,,,,,,,,,,,,,,17.4564,15.1495,11.6087,14.1265,0.8369,14.2938,8.4813,13.7845,0.5736,0.1154,5.2576,0.5955,0.2265,1.2612,378.3083,5.1464,371.1197,12.335,379.7481,1.1482,379.68,1.0802,0,1.7973,311.365,1.1721,230.8375,0.4709
,,,,,,,,,,,,,,14.4528,14.6102,20.7457,14.3093,8.7788,11.8009,7.2072,10.7878,1.7182,0.5818,4.7913,1.8515,0.4663,0.2858,391.2139,3.095,385.4642,8.8446,388.3766,0.6242,388.3127,0.688,0.2125,1.8907,311.365,1.2939,233.3525,3.3827
,,,,,,,,,,,,,,17.4335,17.2033,12.2223,17.0892,4.8325,9.2352,9.4016,8.6844,3.188,1.1317,6.271,3.0259,1.7685,0.37,23.287,15.4351,6.7201,14.0372,11.8375,6.4365,17.9686,0.6838,1.1843,0.0049,3.948,3.5607,5.2079,5.4339
,,,,,,,,,,,,,,21.1968,16.0635,6.7544,13.5235,16.3922,5.0634,1.9442,8.0864,3.9347,0.2096,4.0763,0.8538,0.1176,0.2649,398.4215,33.4112,394.0726,37.7601,398.4033,4.4815,402.69,0.1948,0,0.5,309.5725,8.9526,237.3075,3.3334
,,,,,,,,,,,,,,13.8084,14.5653,23.8914,15.5878,10.226,8.2151,5.1739,7.6882,2.227,0.5936,3.8056,2.1833,0.1575,0.2545,18.2353,55.0441,2.0593,57.9785,21.3652,22.4199,23.1381,15.2612,1.2276,0.0025,2.02,8.0041,0.1218,0.3284
,,,,,,,,,,,,,,15.7088,14.2714,8.2753,9.0828,2.9839,6.8324,12.1342,7.8924,0.5926,0.379,4.9139,0.7169,1.4888,1.2599,40.7986,47.7947,4.9721,28.6618,376.6339,305.212,7.2518,28.092,7.7409,1.4442,66.4166,65.1788,3.4906,3.4148
,,,,,,,,,,,,,,16.9932,16.539,18.5384,14.5691,8.0451,7.6096,7.465,7.5934,0.0878,0.6093,5.5352,2.9555,0.3648,1.3166,25.4446,51.5678,49.2957,56.2007,1.4848,29.5564,44.8454,34.7869,0.9806,1.6448,0.9874,0.5059,1.3396,2.4989
,,,,,,,,,,,,,,28.1936,26.2908,25.7744,26.1648,15.2596,10.5727,1.5698,6.503,1.4416,0.8863,1.8088,0.7195,5.2338,6.4435,48.3173,48.1058,18.8591,46.6359,45.1088,35.338,44.8315,38.2054,9.1151,1.8362,1.5769,1.188,4.3163,3.7346
,,,,,,,,,,,,,,15.2133,11.1616,10.0673,9.1163,11.532,8.6678,9.9666,9.1427,3.1188,0.8217,0.1337,1.1851,0.9558,3.8715,20.8423,59.2252,84.8568,60.6181,2.2384,27.8189,45.0528,32.1456,0.226,1.8409,6.2723,0.2185,3.1125,0.6666
,,,,,,,,,,,,,,13.7375,12.1333,19.3927,13.1509,9.3256,9.5694,6.4676,10.0726,1.5544,0.5508,4.7072,1.756,0.0696,1.5941,56.3328,51.727,21.02,60.3547,52.2297,39.8091,20.2541,41.2977,3.0696,2.4635,0.1692,0.4325,0.7692,0.8121
,,,,,,,,,,,,,,14.5799,12.3034,18.2717,13.8731,9.5336,9.9559,7.4255,7.4135,1.157,1.1695,4.1296,2.8963,0.1815,1.9412,428.5824,57.4892,425.8191,60.2525,431.4984,37.0879,422.8398,45.7465,0.3902,2.9617,322.1525,0.8767,234.79,0.0778
,,,,,,,,,,,,,,15.9137,13.4899,12.731,13.9899,8.9385,7.2674,7.4521,7.2681,0.523,0.6894,4.2088,3.7967,0.0237,1.3761,427.14,62.9071,421.5003,68.5468,431.5363,42.4903,421.3898,52.6368,0.3902,3.2744,326.8275,3.3863,239.105,4.1292
,,,,,,,,,,,,,,13.3034,12.4182,15.5707,13.4864,7.7539,7.1997,4.2755,2.6729,0.4765,0.5554,3.8852,4.0489,0.1851,0.9717,40.7212,71.1859,49.4414,69.746,23.0805,51.16,53.8275,51.1479,0.9305,1.0074,2.8992,3.3627,2.6537,2.8805
,,,,,,,,,,,,,,15.7848,14.4498,20.0314,13.9406,6.7047,7.3655,9.4123,6.8547,1.8956,0.3605,4.4083,4.4994,0.4044,1.4166,36.6261,69.1096,66.2886,67.5512,36.8026,52.5918,49.4945,58.3241,8.5236,2.8493,6.8834,3.447,11.1568,2.4117
,,,,,,,,,,,,,,14.077,14.3574,15.0907,15.3738,9.1565,8.1627,6.8901,6.1227,0.2474,0.9317,4.1606,4.4382,0.1111,0.946,29.4969,72.6606,107.4763,73.8272,60.5708,58.7323,32.7714,68.839,8.6275,4.2787,5.1188,0.5094,13.6138,5.245
,,,,,,,,,,,,,,18.1901,13.7563,13.6318,16.3063,8.2447,7.2426,6.3319,7.2466,0.0614,0.8621,4.5308,3.6212,0.046,0.1213,401.3863,81.1488,399.9468,82.5883,404.2221,71.1215,404.194,71.1497,1.0193,4.4908,330.78,0.8629,247.375,5.1149
,,,,,,,,,,,,,,17.6802,14.9781,11.1177,15.4913,2.8277,8.1989,6.9575,7.1781,0.9065,0.3939,4.1867,4.298,0.9979,0.5266,80.1033,77.7055,4.2123,82.0534,82.2154,74.8997,27.6391,73.5621,8.9266,3.189,0.532,0.8982,0.324,0.8824
,,,,,,,,,,,,,,16.2248,12.1012,14.4311,12.6035,6.1972,7.5352,8.0125,6.016,0.2575,1.0895,4.1965,4.6594,0.1661,0.0992,111.283,80.9629,13.144,81.0017,13.3822,79.2958,136.2025,77.9062,8.4491,4.8079,4.459,4.3921,2.7223,3.3712
,,,,,,,,,,,,,,11.3696,12.8272,15.4304,12.3404,4.2162,6.2575,10.5392,5.2368,0.2835,0.9858,4.6928,5.0153,1.048,1.082,391.3493,77.2034,397.1066,71.4461,392.7489,77.5343,392.9486,77.3345,2.3073,5.9153,327.1875,7.1685,249.17,5.6078
,,,,,,,,,,,,,,16.0328,15.0818,19.1032,13.6482,9.21,8.0391,7.4058,6.5928,0.9123,1.0831,4.8827,5.0314,0.5599,0.7386,391.394,67.9984,398.5801,60.8122,395.6282,67.2341,395.8764,66.9858,2.4989,1.9036,326.47,1.3886,248.0925,4.1838
,,,,,,,,,,,,,,12.1304,15.0528,12.3501,14.0311,7.8939,7.435,9.9767,8.955,1.4409,0.0776,0.7417,3.8964,0.6177,0.013,404.4395,44.1105,402.8542,45.6958,401.4148,48.335,405.6947,44.0549,1.4209,1.5767,321.795,5.8126,245.935,5.9045
,,,,,,,,,,,,,,12.6507,13.9283,1.9733,14.9083,9.7634,10.0487,4.5451,10.0457,1.0855,1.6057,1.7798,2.4364,2.397,1.957,408.8141,37.539,410.1325,36.2206,410.0137,38.9384,412.9102,36.0419,1.596,1.5237,320.715,6.8274,245.2175,7.9582
,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2864,38.2434,18.9132,33.99,45.7415,30.7662,21.6459,29.1559,3.9345,1.3603,0.0288,0.3304,1.3182,0.1981
